,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
2143,Lulu and the Duck in the Park (Lulu Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2153,Indian No More,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2161,Lola at the Library (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2162,Lola at the Library with Mommy (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2163,Lola Gets a Cat (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2164,Lola Goes to School (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2165,Lola Loves Stories (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2166,Lola Loves Stories with Daddy (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2167,Lola Plants a Garden (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2168,Lola Reads to Leo (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2169,Lola Sleeps Over (Lola Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2176,Lubna and Pebble,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2180,"Mango, Abuela, and Me",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2182,What Was Stonewall? (What was...? Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2183,Who Was Aretha Franklin? (Who was...? Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2187,"I am Martin Luther King, Jr.",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2188,I Am Rosa Parks,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2189,Chasing Space Young Readers' Edition,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2190,A Kids Book About Racism,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2191,¿De Dónde Eres?/Where Are You From?,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2208,Planet Omar: Accidental Trouble Magnet (Planet Omar Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2209,Planet Omar: Epic Hero Flop (Planet Omar Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2210,Planet Omar: Incredible Rescue Mission (Planet Omar Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2211,Planet Omar: Unexpected Super Spy (Planet Omar Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2212,Beware the Werewolf (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2213,Campfire Stories (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2214,Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2215,"Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2216,Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2217,Major Monster Mess (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2218,Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2219,"Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2220,"Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2221,The Haunted House Next Door (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2222,The Scary Library Shusher (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2223,The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2224,The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2225,Who Wants I Scream? (Desmond Cole Ghost Patrol Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2231,Don't Touch My Hair!,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2233,Early Sunday Morning,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2247,The Guide for White Women Who Teach Black Boys,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2257,Saturday,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2258,"Thank You, Omu!",Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2261,Dreamers,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2264,Niño Wrestles the World (Niño Series),Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2266,Pushout: The Criminalization of Black Girls in Schools,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2291,Peeny Butter Fudge,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2332,The Doctor with an Eye for Eyes: The Story of Dr. Patricia Bath,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
2333,The Girl with a Mind for Math: The Story of Raye Montague,Pennsylvania,Central York School District,21-Aug,8,2021,central york school district,york county,133,"york, PA",PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ,566,US-PA-566
